alias,canonical_id,alias_type,confidence,source
작약뿌리추출물,paeonia_lactiflora_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
작약추출물,paeonia_lactiflora_root_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
장미꽃오일,rose_flower_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
장미꽃추출물,rosa_hybrid_flower_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
장미추출물,rose_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
적색201호,lithol_rubine_b,ko,high,KCIA 표준화명칭목록 2026-06-30
적색218호,tetrachlorotetrabromofluorescein,ko,high,KCIA 표준화명칭목록 2026-06-30
적색226호,helindone_pink_cn,ko,high,KCIA 표준화명칭목록 2026-06-30
적색504호,ponceau_sx,ko,high,KCIA 표준화명칭목록 2026-06-30
접시꽃추출물,althaea_rosea_flower_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
제비꽃꽃추출물,viola_mandshurica_flower_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
제비꽃추출물,viola_mandshurica_flower_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
제올라이트,zeolite,ko,high,KCIA 표준화명칭목록 2026-06-30
젤란검,gellan_gum,ko,high,KCIA 표준화명칭목록 2026-06-30
줄맨드라미씨추출물,amaranthus_caudatus_seed_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
중국작약뿌리추출물,paeonia_lactiflora_root_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
지모뿌리추출물,anemarrhena_asphodeloides_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
지모추출물,anemarrhena_asphodeloides_root_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
지치뿌리추출물,lithospermum_erythrorhizon_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
지황뿌리추출물,rehmannia_chinensis_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
지황추출물,rehmannia_chinensis_root_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
진들딸기씨오일,rubus_chamaemorus_seed_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
진들딸기추출물,rubus_chamaemorus_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
진주가루,pearl_powder,ko,high,KCIA 표준화명칭목록 2026-06-30
진흙버섯추출물,phellinus_linteus_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
징크옥사이드,zinc_oxide,ko,high,KCIA 표준화명칭목록 2026-06-30
찔레꽃열매추출물,rosa_multiflora_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
차가버섯추출물,inonotus_obliquus_mushroom_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
참깨오일,sesamum_indicum_sesame_seed_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
참당귀뿌리추출물,angelica_gigas_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
참마뿌리추출물,dioscorea_japonica_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
참미역추출물,undaria_pinnatifida_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
창질경이잎추출물,plantago_lanceolata_leaf_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
창포뿌리추출물,acorus_calamus_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
창포추출물,acorus_calamus_root_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
채널드랙추출물,pelvetia_canaliculata_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
채송화추출물,portulaca_grandiflora_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
청호추출물,artemisia_annua_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
초피나무열매추출물,zanthoxylum_piperitum_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
치아씨추출물,salvia_hispanica_seed_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
치옥틱애씨드,thioctic_acid,synonym,high,KCIA 표준화명칭목록 2026-06-30
카나우바왁스,copernicia_cerifera_carnauba_wax,ko,high,KCIA 표준화명칭목록 2026-06-30
카놀라오일,canola_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
카라기난,carrageenan,ko,high,KCIA 표준화명칭목록 2026-06-30
카라기난가루,chondrus_crispus_powder,synonym,high,KCIA 표준화명칭목록 2026-06-30
카렌둘라꽃오일,calendula_officinalis_flower_oil,synonym,high,KCIA 표준화명칭목록 2026-06-30
카렌둘라추출물,calendula_officinalis_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
카르노신,carnosine,ko,high,KCIA 표준화명칭목록 2026-06-30
카르니틴,carnitine,ko,high,KCIA 표준화명칭목록 2026-06-30
카르본,carvone,ko,high,KCIA 표준화명칭목록 2026-06-30
카리오덴드론 오리노켄세씨오일,caryodendron_orinocense_seed_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
카멜그라스오일,cymbopogon_schoenanthus_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
카민,carmine,ko,high,KCIA 표준화명칭목록 2026-06-30
카본블랙,carbon_black,ko,high,KCIA 표준화명칭목록 2026-06-30
카부레이바오일,myrocarpus_fastigiatus_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
카카오씨추출물,theobroma_cacao_cocoa_seed_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
카카오추출물,theobroma_cacao_cocoa_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
카퍼글루코네이트,copper_gluconate,ko,high,KCIA 표준화명칭목록 2026-06-30
카프로오일스핑고신,caprooyl_sphingosine,ko,high,KCIA 표준화명칭목록 2026-06-30
카프로오일피토스핑고신,caprooyl_phytosphingosine,ko,high,KCIA 표준화명칭목록 2026-06-30
카프로익애씨드,caproic_acid,ko,high,KCIA 표준화명칭목록 2026-06-30
카프릴로일글리세린/세바식애씨드코폴리머,capryloyl_glycerin_sebacic_acid_copolymer,ko,high,KCIA 표준화명칭목록 2026-06-30
카프릴릭/카프릭/미리스틱/스테아릭트라이글리세라이드,caprylic_capric_myristic_stearic_triglyceride,ko,high,KCIA 표준화명칭목록 2026-06-30
카프릴릭/카프릭/미리스틱/스테아릭트리글리세라이드,caprylic_capric_myristic_stearic_triglyceride,synonym,high,KCIA 표준화명칭목록 2026-06-30
카프릴릭/카프릭글리세라이드,caprylic_capric_glycerides,synonym,high,KCIA 표준화명칭목록 2026-06-30
카프릴릭/카프릭글리세라이즈,caprylic_capric_glycerides,ko,high,KCIA 표준화명칭목록 2026-06-30
카프릴릭애씨드,caprylic_acid,ko,high,KCIA 표준화명칭목록 2026-06-30
카프릴릴다이메티콘에톡시글루코사이드,caprylyl_dimethicone_ethoxy_glucoside,ko,high,KCIA 표준화명칭목록 2026-06-30
카프릴릴디메치콘에톡시글루코사이드,caprylyl_dimethicone_ethoxy_glucoside,synonym,high,KCIA 표준화명칭목록 2026-06-30
칸데릴라/호호바/쌀겨폴리글리세릴-3에스터,candelilla_jojoba_rice_bran_polyglyceryl_3_esters,ko,high,KCIA 표준화명칭목록 2026-06-30
칸데릴라왁스,euphorbia_cerifera_candelilla_wax,ko,high,KCIA 표준화명칭목록 2026-06-30
칸디다봄비콜라/글루코오스/메칠레이프씨데이트발효물,candida_bombicola_glucose_methyl_rapeseedate_ferment,synonym,high,KCIA 표준화명칭목록 2026-06-30
칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물,candida_bombicola_glucose_methyl_rapeseedate_ferment,ko,high,KCIA 표준화명칭목록 2026-06-30
칼라민,calamine,ko,high,KCIA 표준화명칭목록 2026-06-30
칼슘스테아레이트,calcium_stearate,ko,high,KCIA 표준화명칭목록 2026-06-30
칼슘실리케이트,calcium_silicate,ko,high,KCIA 표준화명칭목록 2026-06-30
칼슘카보네이트,calcium_carbonate,ko,high,KCIA 표준화명칭목록 2026-06-30
칼슘클로라이드,calcium_chloride,ko,high,KCIA 표준화명칭목록 2026-06-30
칼슘티타늄보로실리케이트,calcium_titanium_borosilicate,ko,high,KCIA 표준화명칭목록 2026-06-30
칼슘판토테네이트,calcium_pantothenate,ko,high,KCIA 표준화명칭목록 2026-06-30
캐놀라오일,canola_oil,synonym,high,KCIA 표준화명칭목록 2026-06-30
캐럽콩검,ceratonia_siliqua_carob_gum,synonym,high,KCIA 표준화명칭목록 2026-06-30
캐럽콩추출물,ceratonia_siliqua_carob_fruit_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
캐롭검,ceratonia_siliqua_carob_gum,ko,high,KCIA 표준화명칭목록 2026-06-30
캐롭열매추출물,ceratonia_siliqua_carob_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
캐모마일꽃/잎추출물,chamomilla_recutita_matricaria_flower_leaf_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
캐모마일꽃오일,chamomilla_recutita_matricaria_flower_oil,synonym,high,KCIA 표준화명칭목록 2026-06-30
캐모마일추출물,chamomilla_recutita_matricaria_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
캐비아추출물,caviar_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
캐비어추출물,caviar_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
캐스터오일/아이피디아이코폴리머,castor_oil_ipdi_copolymer,ko,high,KCIA 표준화명칭목록 2026-06-30
캔들부쉬잎추출물,cassia_alata_leaf_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
캠퍼,camphor,ko,high,KCIA 표준화명칭목록 2026-06-30
커피오일,coffea_arabica_coffee_seed_oil,synonym,high,KCIA 표준화명칭목록 2026-06-30
커피추출물,coffea_arabica_coffee_seed_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
커피콩오일,coffea_arabica_coffee_seed_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
커피콩추출물,coffea_arabica_coffee_seed_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
케라틴,keratin,ko,high,KCIA 표준화명칭목록 2026-06-30
케라틴아미노산,keratin_amino_acids,ko,high,KCIA 표준화명칭목록 2026-06-30
코카마이드메칠엠이에이,cocamide_methyl_mea,synonym,high,KCIA 표준화명칭목록 2026-06-30
코카마이드메틸엠이에이,cocamide_methyl_mea,ko,high,KCIA 표준화명칭목록 2026-06-30
코카마이드엠이에이,cocamide_mea,ko,high,KCIA 표준화명칭목록 2026-06-30
코카미도프로필다이메틸아민,cocamidopropyl_dimethylamine,ko,high,KCIA 표준화명칭목록 2026-06-30
코카미도프로필디메칠아민,cocamidopropyl_dimethylamine,synonym,high,KCIA 표준화명칭목록 2026-06-30
코카미도프로필아민옥사이드,cocamidopropylamine_oxide,ko,high,KCIA 표준화명칭목록 2026-06-30
코코-카프릴레이트,coco_caprylate,ko,high,KCIA 표준화명칭목록 2026-06-30
코코글리세라이드,cocoglycerides,synonym,high,KCIA 표준화명칭목록 2026-06-30
코코글리세라이즈,cocoglycerides,ko,high,KCIA 표준화명칭목록 2026-06-30
코코넛수,cocos_nucifera_coconut_liquid_endosperm,synonym,high,KCIA 표준화명칭목록 2026-06-30
코코넛야자수,cocos_nucifera_coconut_liquid_endosperm,synonym,high,KCIA 표준화명칭목록 2026-06-30
코코넛야자열매추출물,cocos_nucifera_coconut_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
코코넛워터,cocos_nucifera_coconut_liquid_endosperm,ko,high,KCIA 표준화명칭목록 2026-06-30
코코넛추출물,cocos_nucifera_coconut_fruit_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
코코스야자열매추출물,cocos_nucifera_coconut_fruit_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
코코일하이드롤라이즈드콜라겐,cocoyl_hydrolyzed_collagen,ko,high,KCIA 표준화명칭목록 2026-06-30
코쿰씨드버터,garcinia_indica_seed_butter,synonym,high,KCIA 표준화명칭목록 2026-06-30
코쿰씨버터,garcinia_indica_seed_butter,ko,high,KCIA 표준화명칭목록 2026-06-30
코토니추출물,kappaphycus_alvarezii_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
코튼씨오일,gossypium_herbaceum_cotton_seed_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
코파이바발삼레진,copaifera_officinalis_balsam_copaiba_resin,synonym,high,KCIA 표준화명칭목록 2026-06-30
코포아수씨드버터,theobroma_grandiflorum_seed_butter,synonym,high,KCIA 표준화명칭목록 2026-06-30
콘민트오일,mentha_arvensis_leaf_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
콘민트잎추출물,mentha_arvensis_leaf_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
콜라겐아미노산,collagen_amino_acids,ko,high,KCIA 표준화명칭목록 2026-06-30
콜라겐추출물,collagen_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
콜로이달골드,colloidal_gold,synonym,high,KCIA 표준화명칭목록 2026-06-30
콩단백질,glycine_soja_soybean_protein,synonym,high,KCIA 표준화명칭목록 2026-06-30
콩배아추출물,glycine_soja_soybean_germ_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
콩스테롤,glycine_soja_soybean_sterols,synonym,high,KCIA 표준화명칭목록 2026-06-30
콩전초추출물,glycine_soja_soybean_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
콩추출물,glycine_soja_soybean_seed_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
콩폴리펩타이드,glycine_max_soybean_polypeptide,ko,high,KCIA 표준화명칭목록 2026-06-30
쿠쿠이나무씨오일,aleurites_moluccanus_seed_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
쿠푸아수씨버터,theobroma_grandiflorum_seed_butter,ko,high,KCIA 표준화명칭목록 2026-06-30
쿠푸아쿠씨버터,theobroma_grandiflorum_seed_butter,synonym,high,KCIA 표준화명칭목록 2026-06-30
쿼세틴,quercetin,ko,high,KCIA 표준화명칭목록 2026-06-30
쿼터늄-33,quaternium_33,ko,high,KCIA 표준화명칭목록 2026-06-30
쿼터늄-80,quaternium_80,ko,high,KCIA 표준화명칭목록 2026-06-30
쿼터늄-87,quaternium_87,ko,high,KCIA 표준화명칭목록 2026-06-30
쿼터늄-91,quaternium_91,ko,high,KCIA 표준화명칭목록 2026-06-30
쿼터늄-95,quaternium_95,ko,high,KCIA 표준화명칭목록 2026-06-30
퀴노아씨추출물,chenopodium_quinoa_seed_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
퀸즈랜드넛오일,macadamia_integrifolia_seed_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
크랜베리씨오일,vaccinium_macrocarpon_cranberry_seed_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
크랜베리추출물,vaccinium_macrocarpon_cranberry_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
크레아틴,creatine,ko,high,KCIA 표준화명칭목록 2026-06-30
크로뮴옥사이드그린,chromium_oxide_greens,ko,high,KCIA 표준화명칭목록 2026-06-30
크로뮴하이드록사이드그린,chromium_hydroxide_green,ko,high,KCIA 표준화명칭목록 2026-06-30
크리신,chrysin,ko,high,KCIA 표준화명칭목록 2026-06-30
크산토필,xanthophylls,ko,high,KCIA 표준화명칭목록 2026-06-30
큰노랑꽃자리풀씨추출물,trigonella_foenum_graecum_seed_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
큰노랑용담뿌리추출물,gentiana_lutea_root_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
큰실말추출물,cladosiphon_okamuranus_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
클라리오일,salvia_sclarea_clary_oil,synonym,high,KCIA 표준화명칭목록 2026-06-30
클레리오일,salvia_sclarea_clary_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
클로렐라 불가리스추출물,chlorella_vulgaris_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
클로렐라 소로키니아나추출물,chlorella_sorokiniana_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
클로렐라 에메르소니이추출물,chlorella_emersonii_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
클로렐라추출물,chlorella_vulgaris_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
클로로자일레놀,chloroxylenol,ko,high,KCIA 표준화명칭목록 2026-06-30
클로로필린-카퍼컴플렉스,chlorophyllin_copper_complex,ko,high,KCIA 표준화명칭목록 2026-06-30
클로로필린-카퍼콤플렉스,chlorophyllin_copper_complex,synonym,high,KCIA 표준화명칭목록 2026-06-30
클로브싹오일,eugenia_caryophyllus_clove_bud_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
클로브잎오일,eugenia_caryophyllus_clove_leaf_oil,ko,high,KCIA 표준화명칭목록 2026-06-30
클로헥시딘다이글루코네이트,chlorhexidine_digluconate,ko,high,KCIA 표준화명칭목록 2026-06-30
클로헥시딘다이하이드로클로라이드,chlorhexidine_dihydrochloride,ko,high,KCIA 표준화명칭목록 2026-06-30
클로헥시딘디글루코네이트,chlorhexidine_digluconate,synonym,high,KCIA 표준화명칭목록 2026-06-30
클로헥시딘디하이드로클로라이드,chlorhexidine_dihydrochloride,synonym,high,KCIA 표준화명칭목록 2026-06-30
키스미퀵추출물,portulaca_pilosa_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
키위추출물,actinidia_chinensis_kiwi_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
키토산,chitosan,ko,high,KCIA 표준화명칭목록 2026-06-30
타라검,caesalpinia_spinosa_gum,ko,high,KCIA 표준화명칭목록 2026-06-30
타라열매추출물,caesalpinia_spinosa_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
타마린드씨검,tamarindus_indica_seed_gum,ko,high,KCIA 표준화명칭목록 2026-06-30
타마린드씨폴리사카라이드,tamarindus_indica_seed_polysaccharide,ko,high,KCIA 표준화명칭목록 2026-06-30
타우린,taurine,ko,high,KCIA 표준화명칭목록 2026-06-30
타임잎추출물,thymus_vulgaris_thyme_leaf_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
타임추출물,thymus_vulgaris_thyme_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
타피오카전분,tapioca_starch,ko,high,KCIA 표준화명칭목록 2026-06-30
탄제린껍질추출물,citrus_reticulata_tangerine_peel_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
터피놀렌,terpinolene,ko,high,KCIA 표준화명칭목록 2026-06-30
테레프탈릴리덴디캠퍼설포닉애씨드,terephthalylidene_dicamphor_sulfonic_acid,ko,high,KCIA 표준화명칭목록 2026-06-30
테르무스 테르모필루스발효물,thermus_thermophillus_ferment,ko,high,KCIA 표준화명칭목록 2026-06-30
테트라데센,tetradecene,ko,high,KCIA 표준화명칭목록 2026-06-30
테트라소듐에티드로네이트,tetrasodium_etidronate,ko,high,KCIA 표준화명칭목록 2026-06-30
테트라소듐파이로포스페이트,tetrasodium_pyrophosphate,ko,high,KCIA 표준화명칭목록 2026-06-30
테트라하이드로다이페룰로일메탄,tetrahydrodiferuloylmethane,ko,high,KCIA 표준화명칭목록 2026-06-30
테트라하이드로디페룰로일메탄,tetrahydrodiferuloylmethane,synonym,high,KCIA 표준화명칭목록 2026-06-30
테트라하이드록시프로필에칠렌디아민,tetrahydroxypropyl_ethylenediamine,synonym,high,KCIA 표준화명칭목록 2026-06-30
테트라하이드록시프로필에틸렌다이아민,tetrahydroxypropyl_ethylenediamine,ko,high,KCIA 표준화명칭목록 2026-06-30
토르말린,tourmaline,ko,high,KCIA 표준화명칭목록 2026-06-30
토마토추출물,solanum_lycopersicum_tomato_fruit_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
토코트라이엔올,tocotrienols,ko,high,KCIA 표준화명칭목록 2026-06-30
토코트리에놀,tocotrienols,synonym,high,KCIA 표준화명칭목록 2026-06-30
토코페릴석시네이트,tocopheryl_succinate,ko,high,KCIA 표준화명칭목록 2026-06-30
톳추출물,hizikia_fusiforme_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
퉁퉁마디추출물,salicornia_herbacea_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이(폴리글리세릴-3/라우릴)하이드로제네이티드트라이 리놀리에이트,tri_polyglyceryl_3_lauryl_hydrogenated_trilinoleate,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이데세스-10,trideceth_10,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이데세스-15,trideceth_15,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이데세스-3,trideceth_3,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이데세스-5,trideceth_5,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이데세스-6포스페이트,trideceth_6_phosphate,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이데세스-9,trideceth_9,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이데실살리실레이트,tridecyl_salicylate,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이데실스테아레이트,tridecyl_stearate,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이메틸롤프로판트라이카프릴레이트/트라이카프레이트,trimethylolpropane_tricaprylate_tricaprate,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이메틸벤젠프로판올,trimethylbenzenepropanol,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이메틸사이클로펜테닐메틸아이소펜텐올,trimethylcyclopentenyl_methylisopentenol,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이메틸실록시아모다이메티콘,trimethylsiloxyamodimethicone,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이메틸실록시페닐다이메티콘,trimethylsiloxyphenyl_dimethicone,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이메틸실록시페틸다이메 티콘,trimethylsiloxyphenyl_dimethicone,synonym,high,KCIA 표준화명칭목록 2026-06-30
트라이메틸올프로판트라이아이소스테아레이트,trimethylolpropane_triisostearate,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이메틸펜타페닐트라이실록세인,trimethyl_pentaphenyl_trisiloxane,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이메틸펜탄다이올/아디픽애씨드/글리세린크로스폴리 머,trimethylpentanediol_adipic_acid_glycerin_crosspolymer,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이소듐에이치이디티에이,trisodium_hedta,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이소듐이디티에이,trisodium_edta,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이아세틴,triacetin,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이아이소스테아릴시트레이트,triisostearyl_citrate,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이아이소프로판올아민,triisopropanolamine,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이에톡시실릴에틸폴리다이메틸실록시에틸다이메티콘,triethoxysilylethyl_polydimethylsiloxyethyl_dimethicone,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이에톡시실릴에틸폴리다이메틸실록시에틸헥실다이메 티콘,triethoxysilylethyl_polydimethylsiloxyethyl_hexyl_dimethicone,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이에틸글라이콜,triethylene_glycol,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이올레인,triolein,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이카프릴린,tricaprylin,ko,high,KCIA 표준화명칭목록 2026-06-30
트라이헵타노인,triheptanoin,ko,high,KCIA 표준화명칭목록 2026-06-30
트로폴론,tropolone,ko,high,KCIA 표준화명칭목록 2026-06-30
트루로즈오브예리코추출물,anastatica_hierochuntica_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
트리데세스-10,trideceth_10,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리데세스-3,trideceth_3,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리데세스-5,trideceth_5,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리데세스-9,trideceth_9,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리데실살리실레이트,tridecyl_salicylate,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리데실스테아레이트,tridecyl_stearate,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리메칠벤젠프로판올,trimethylbenzenepropanol,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리메칠실록시아모디메치콘,trimethylsiloxyamodimethicone,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리메칠실록시페닐디메치콘,trimethylsiloxyphenyl_dimethicone,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리메칠올프로판트리이소스테아레이트,trimethylolpropane_triisostearate,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리메칠올프로판트리카프릴레이트/트리카프레이트,trimethylolpropane_tricaprylate_tricaprate,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리메칠펜타페닐트리실록산,trimethyl_pentaphenyl_trisiloxane,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리메칠펜탄디올/아디픽애씨드/글리세린크로스폴리머,trimethylpentanediol_adipic_acid_glycerin_crosspolymer,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리소듐에이치이디티에이,trisodium_hedta,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리소듐이디티에이,trisodium_edta,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리스(테트라메칠하이드록시피페리디놀)시트레이트,tris_tetramethylhydroxypiperidinol_citrate,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리스(테트라메틸하이드록시피페리딘올)시트레이트,tris_tetramethylhydroxypiperidinol_citrate,ko,high,KCIA 표준화명칭목록 2026-06-30
트리아세틴,triacetin,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리에칠렌글라이콜,triethylene_glycol,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리에톡시실릴에칠폴리디메칠실록시에칠디메치콘,triethoxysilylethyl_polydimethylsiloxyethyl_dimethicone,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리에톡시실릴에칠폴리디메칠실록시에칠헥실디메치콘,triethoxysilylethyl_polydimethylsiloxyethyl_hexyl_dimethicone,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리올레인,triolein,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리이소스테아릴시트레이트,triisostearyl_citrate,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리이소프로판올아민,triisopropanolamine,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리카프릴린,tricaprylin,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리펩타이드-1,tripeptide_1,synonym,high,KCIA 표준화명칭목록 2026-06-30
트리헵타노인,triheptanoin,synonym,high,KCIA 표준화명칭목록 2026-06-30
트립토판,tryptophan,ko,high,KCIA 표준화명칭목록 2026-06-30
티비에이치큐,tbhq,ko,high,KCIA 표준화명칭목록 2026-06-30
티아꽃추출물,gardenia_taitensis_flower_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
티아레꽃추출물,gardenia_taitensis_flower_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
티아민에이치씨엘,thiamine_hcl,ko,high,KCIA 표준화명칭목록 2026-06-30
티옥틱애씨드,thioctic_acid,ko,high,KCIA 표준화명칭목록 2026-06-30
티타늄/티타늄다이옥사이드,titanium_titanium_dioxide,ko,high,KCIA 표준화명칭목록 2026-06-30
티타늄/티타늄디옥사이드,titanium_titanium_dioxide,synonym,high,KCIA 표준화명칭목록 2026-06-30
티트리잎수,melaleuca_alternifolia_tea_tree_leaf_water,ko,high,KCIA 표준화명칭목록 2026-06-30
파디나 파보니카엽상체추출물,padina_pavonica_thallus_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
파라크레스꽃추출물,spilanthes_acmella_flower_extract,ko,high,KCIA 표준화명칭목록 2026-06-30
파라크레스추출물,acmella_oleracea_extract,synonym,high,KCIA 표준화명칭목록 2026-06-30
