portfolio_rank,ingredient_id,name_ko,name_en,effect_id,effect_name,product_count,selection_policy,signal_strength,signal_functions,best_evidence_tier,best_signal_score,best_relation_scope,best_applicability,best_pmid,best_title,screening_status,review_status,score_change
272,peg_6,피이지-6,PEG-6,effect_moisture_barrier,보습·장벽,109,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
273,peg_45m,피이지-45M,PEG-45M,effect_moisture_barrier,보습·장벽,106,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
274,avena_sativa_oat_meal_extract,귀리가루추출물,Avena Sativa (Oat) Meal Extract,effect_calming,진정,105,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
275,viola_tricolor_extract,삼색제비꽃추출물,Viola Tricolor Extract,effect_calming,진정,104,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
275,viola_tricolor_extract,삼색제비꽃추출물,Viola Tricolor Extract,effect_moisture_barrier,보습·장벽,104,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT+SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
276,isostearyl_isostearate,아이소스테아릴아이소스테아레이트,Isostearyl Isostearate,effect_moisture_barrier,보습·장벽,248,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,8,15,title_exact,reference_only,20642769,Superior effect of isostearyl isostearate on improvement in stratum corneum water permeability barrier function as examined by the plastic occlusion stress test.,evidence_tier_8,candidate_unverified,none
277,streptococcus_thermophilus_ferment,스트렙토코쿠스 테르모필루스발효물,Streptococcus Thermophilus Ferment,effect_moisture_barrier,보습·장벽,102,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
278,pseudozyma_epicola_camellia_sinensis_seed_oil_ferment_kcia_22536,슈도지마 에피콜라/녹차씨오일발효추출여과물,Pseudozyma Epicola/Camellia Sinensis Seed Oil Ferment Extract Filtrate,effect_moisture_barrier,보습·장벽,100,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
279,tripropylene_glycol,트라이프로필렌글라이콜,Tripropylene Glycol,effect_moisture_barrier,보습·장벽,100,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
280,copper_pca,카퍼피씨에이,Copper PCA,effect_moisture_barrier,보습·장벽,98,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
281,sambucus_nigra_flower_extract,엘더꽃추출물,Sambucus Nigra Flower Extract,effect_calming,진정,98,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
282,albatrellus_confluens_mushroom_extract,다발방패버섯추출물,Albatrellus Confluens (Mushroom) Extract,effect_moisture_barrier,보습·장벽,97,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
283,potassium_lactate,포타슘락테이트,Potassium Lactate,effect_moisture_barrier,보습·장벽,96,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
284,phenyl_trimethicone,페닐트라이메티콘,Phenyl Trimethicone,effect_moisture_barrier,보습·장벽,3264,human_topical_pubmed_required,medium,SKIN CONDITIONING - OCCLUSIVE,,0,,,,,cosing_only,candidate_unverified,none
285,methyl_gluceth_10,메틸글루세스-10,Methyl Gluceth-10,effect_moisture_barrier,보습·장벽,95,human_topical_pubmed_required,high,HUMECTANT+MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
286,peg_4,피이지-4,PEG-4,effect_moisture_barrier,보습·장벽,95,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
287,hexapeptide_2,헥사펩타이드-2,Hexapeptide-2,effect_brightening,미백·톤,94,direct_cosing_signal,high,BLEACHING,,0,,,,,cosing_only,candidate_unverified,none
288,peg_150,피이지-150,PEG-150,effect_moisture_barrier,보습·장벽,93,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
289,jasminum_officinale_jasmine_extract,커먼자스민추출물,Jasminum Officinale (Jasmine) Extract,effect_calming,진정,90,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
289,jasminum_officinale_jasmine_extract,커먼자스민추출물,Jasminum Officinale (Jasmine) Extract,effect_moisture_barrier,보습·장벽,90,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
290,diisostearyl_malate,다이아이소스테아릴말레이트,Diisostearyl Malate,effect_moisture_barrier,보습·장벽,3046,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
291,cryptomeria_japonica_leaf_extract,삼나무잎추출물,Cryptomeria Japonica Leaf Extract,effect_moisture_barrier,보습·장벽,87,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
292,magnesium_lactate,마그네슘락테이트,Magnesium Lactate,effect_exfoliation,각질,14,human_topical_pubmed_required,high,KERATOLYTIC,8,10,abstract_exact,reference_only,20456095,Analysis of human face skin surface molecules in situ by Fourier-transform infrared spectroscopy.,evidence_tier_8,candidate_unverified,none
293,sodium_glucuronate,소듐글루쿠로네이트,Sodium Glucuronate,effect_moisture_barrier,보습·장벽,86,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
294,saccharomyces_barley_seed_ferment_filtrate,효모/보리씨발효여과물,Saccharomyces/Barley Seed Ferment Filtrate,effect_moisture_barrier,보습·장벽,85,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
295,myrothamnus_flabellifolia_leaf_stem_extract,미로탐누스 플라벨리폴리아잎/줄기추출물,Myrothamnus Flabellifolia Leaf/Stem Extract,effect_moisture_barrier,보습·장벽,84,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
296,prunus_speciosa_flower_extract,오시마체리꽃추출물,Prunus Speciosa Flower Extract,effect_moisture_barrier,보습·장벽,83,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
297,menthyl_pca,멘틸피씨에이,Menthyl PCA,effect_moisture_barrier,보습·장벽,81,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
298,carnitine_hcl,카르니틴에이치씨엘,Carnitine HCl,effect_moisture_barrier,보습·장벽,79,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
299,octyldodecyl_citrate_crosspolymer,옥틸도데실시트레이트크로스폴리머,Octyldodecyl Citrate Crosspolymer,effect_moisture_barrier,보습·장벽,79,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
300,salvia_officinalis_sage_extract,살비아추출물,Salvia Officinalis (Sage) Extract,effect_acne_sebum,여드름·피지,79,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
300,salvia_officinalis_sage_extract,살비아추출물,Salvia Officinalis (Sage) Extract,effect_calming,진정,79,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
300,salvia_officinalis_sage_extract,살비아추출물,Salvia Officinalis (Sage) Extract,effect_moisture_barrier,보습·장벽,79,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
301,dimethicone_divinyldimethicone_silsesquioxane_crosspolymer,다이메티콘/다이비닐다이메티콘/실세스퀴옥세인크로스폴 리머,Dimethicone/Divinyldimethicone/Silsesquioxane Crosspolymer,effect_moisture_barrier,보습·장벽,78,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
302,prunus_persica_peach_leaf_extract,복사나무잎추출물,Prunus Persica (Peach) Leaf Extract,effect_moisture_barrier,보습·장벽,77,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
303,stearyl_alcohol,스테아릴알코올,Stearyl Alcohol,effect_moisture_barrier,보습·장벽,2607,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
304,ethyl_lauroyl_arginate_hcl,에칠라우로일알지네이트하이드로클로라이드,Ethyl Lauroyl Arginate HCl,effect_acne_sebum,여드름·피지,73,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
305,hibiscus_rosa_sinensis_flower_extract,하와이무궁화꽃추출물,Hibiscus Rosa-Sinensis Flower Extract,effect_moisture_barrier,보습·장벽,73,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
306,saccharomyces_potato_extract_ferment_filtrate,효모/감자추출물발효여과물,Saccharomyces/Potato Extract Ferment Filtrate,effect_moisture_barrier,보습·장벽,72,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
307,manganese_pca,망가니즈피씨에이,Manganese PCA,effect_moisture_barrier,보습·장벽,69,human_topical_pubmed_required,high,HUMECTANT+MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
308,xylityl_sesquicaprylate,자일리틸세스퀴카프릴레이트,Xylityl Sesquicaprylate,effect_moisture_barrier,보습·장벽,69,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
309,collagen_water,콜라겐수,Collagen Water,effect_moisture_barrier,보습·장벽,67,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
310,ruscus_aculeatus_root_extract,부처스브룸뿌리추출물,Ruscus Aculeatus Root Extract,effect_calming,진정,67,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
311,melilotus_officinalis_extract,옐로우스위트클로버추출물,Melilotus Officinalis Extract,effect_calming,진정,66,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
312,tuber_melanosporum_extract,검은서양송로추출물,Tuber Melanosporum Extract,effect_moisture_barrier,보습·장벽,66,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
313,bidens_pilosa_extract,울산도깨비바늘추출물,Bidens Pilosa Extract,effect_moisture_barrier,보습·장벽,65,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
314,bambusa_vulgaris_leaf_stem_extract,밤부사 불가리스잎/줄기추출물,Bambusa Vulgaris Leaf/Stem Extract,effect_moisture_barrier,보습·장벽,64,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
315,camellia_sinensis_seed_extract,녹차씨추출물,Camellia Sinensis Seed Extract,effect_moisture_barrier,보습·장벽,64,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
316,peg_20_stearate,피이지-20스테아레이트,PEG-20 Stearate,effect_moisture_barrier,보습·장벽,64,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
317,triacontanyl_pvp,트라이아콘타닐피브이피,Triacontanyl PVP,effect_moisture_barrier,보습·장벽,63,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
318,ethyl_glucoside,에틸글루코사이드,Ethyl Glucoside,effect_moisture_barrier,보습·장벽,10,human_topical_pubmed_required,high,HUMECTANT,8,10,abstract_exact,reference_only,34200668,"Ingredients, Functionality, and Safety of the Japanese Traditional Sweet Drink Amazake.",evidence_tier_8,candidate_unverified,none
319,biota_orientalis_leaf_extract,측백나무잎추출물,Biota Orientalis Leaf Extract,effect_moisture_barrier,보습·장벽,62,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
320,foeniculum_vulgare_fennel_fruit_extract,회향열매추출물,Foeniculum Vulgare (Fennel) Fruit Extract,effect_calming,진정,61,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
320,foeniculum_vulgare_fennel_fruit_extract,회향열매추출물,Foeniculum Vulgare (Fennel) Fruit Extract,effect_moisture_barrier,보습·장벽,61,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
321,c12_15_alkyl_benzoate,C12-15알킬벤조에이트,C12-15 Alkyl Benzoate,effect_moisture_barrier,보습·장벽,2065,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
322,cordyceps_sinensis_extract,동충하초추출물,Cordyceps Sinensis Extract,effect_moisture_barrier,보습·장벽,60,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
323,prunus_domestica_fruit_extract,서양자두추출물,Prunus Domestica Fruit Extract,effect_moisture_barrier,보습·장벽,60,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
324,saussurea_involucrata_extract,스노우로투스추출물,Saussurea Involucrata Extract,effect_moisture_barrier,보습·장벽,60,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
325,cetearyl_olivate,세테아릴올리베이트,Cetearyl Olivate,effect_moisture_barrier,보습·장벽,2040,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
326,glycine_soja_soybean_oil,돌콩오일,Glycine Soja (Soybean) Oil,effect_moisture_barrier,보습·장벽,1990,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
327,acacia_seyal_gum_extract,시팀우드검추출물,Acacia Seyal Gum Extract,effect_moisture_barrier,보습·장벽,58,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
328,isohexadecane,아이소헥사데칸,Isohexadecane,effect_moisture_barrier,보습·장벽,1980,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
329,polycitronellol,폴리시트로넬올,Polycitronellol,effect_moisture_barrier,보습·장벽,57,human_topical_pubmed_required,high,SKIN CONDITIONING - HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
330,isononyl_isononanoate,아이소노닐아이소노나노에이트,Isononyl Isononanoate,effect_moisture_barrier,보습·장벽,1929,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
331,lactamide_mea,락타마이드엠이에이,Lactamide MEA,effect_moisture_barrier,보습·장벽,56,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
332,sodium_polyacrylate,소듐폴리아크릴레이트,Sodium Polyacrylate,effect_moisture_barrier,보습·장벽,1875,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
333,alcaligenes_polysaccharides,알칼리게네스폴리사카라이드,Alcaligenes Polysaccharides,effect_moisture_barrier,보습·장벽,54,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
334,capsicum_annuum_fruit_extract,파프리카추출물,Capsicum Annuum Fruit Extract,effect_acne_sebum,여드름·피지,53,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
334,capsicum_annuum_fruit_extract,파프리카추출물,Capsicum Annuum Fruit Extract,effect_moisture_barrier,보습·장벽,53,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
335,equisetum_arvense_leaf_extract,쇠뜨기잎추출물,Equisetum Arvense Leaf Extract,effect_calming,진정,53,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
335,equisetum_arvense_leaf_extract,쇠뜨기잎추출물,Equisetum Arvense Leaf Extract,effect_moisture_barrier,보습·장벽,53,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
336,leuconostoc_ferment_filtrate,류코노스톡발효여과물,Leuconostoc Ferment Filtrate,effect_acne_sebum,여드름·피지,53,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
337,sh_octapeptide_4,에스에이치-옥타펩타이드-4,sh-Octapeptide-4,effect_acne_sebum,여드름·피지,53,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
337,sh_octapeptide_4,에스에이치-옥타펩타이드-4,sh-Octapeptide-4,effect_moisture_barrier,보습·장벽,53,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
338,plukenetia_volubilis_seed_oil,잉카피넛씨오일,Plukenetia Volubilis Seed Oil,effect_moisture_barrier,보습·장벽,51,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
339,silica_dimethyl_silylate,실리카다이메틸실릴레이트,Silica Dimethyl Silylate,effect_moisture_barrier,보습·장벽,1732,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
340,chaenomeles_sinensis_fruit_extract,모과추출물,Chaenomeles Sinensis Fruit Extract,effect_moisture_barrier,보습·장벽,50,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
341,carica_papaya_papaya_seed_oil,파파야씨오일,Carica Papaya (Papaya) Seed Oil,effect_moisture_barrier,보습·장벽,49,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
342,malva_sylvestris_mallow_extract,당아욱추출물,Malva Sylvestris (Mallow) Extract,effect_calming,진정,49,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
342,malva_sylvestris_mallow_extract,당아욱추출물,Malva Sylvestris (Mallow) Extract,effect_moisture_barrier,보습·장벽,49,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
343,nannochloropsis_oculata_extract,난노클로롭시스 오쿨라타추출물,Nannochloropsis Oculata Extract,effect_moisture_barrier,보습·장벽,49,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
344,dicaprylyl_carbonate,다이카프릴릴카보네이트,Dicaprylyl Carbonate,effect_moisture_barrier,보습·장벽,1678,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
345,acanthopanax_senticosus_eleuthero_root_extract,가시오갈피뿌리추출물,Acanthopanax Senticosus (Eleuthero) Root Extract,effect_calming,진정,48,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
346,bacillus_folic_acid_ferment_filtrate_extract,바실러스/폴릭애씨드발효여과추출물,Bacillus/Folic Acid Ferment Filtrate Extract,effect_moisture_barrier,보습·장벽,48,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
347,cetyl_ethylhexanoate,세틸에틸헥사노에이트,Cetyl Ethylhexanoate,effect_moisture_barrier,보습·장벽,1651,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
348,vitis_vinifera_grape_seed_oil,포도씨오일,Vitis Vinifera (Grape) Seed Oil,effect_moisture_barrier,보습·장벽,1630,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
349,aloe_barbadensis_leaf_polysaccharides,알로에베라잎폴리사카라이드,Aloe Barbadensis Leaf Polysaccharides,effect_moisture_barrier,보습·장벽,47,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
350,thuja_orientalis_extract,측백나무추출물,Thuja Orientalis Extract,effect_moisture_barrier,보습·장벽,47,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
351,glycol_distearate,글라이콜다이스테아레이트,Glycol Distearate,effect_moisture_barrier,보습·장벽,1596,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
352,cimicifuga_racemosa_root_extract,라케모사승마뿌리추출물,Cimicifuga Racemosa Root Extract,effect_moisture_barrier,보습·장벽,46,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
353,peg_12,피이지-12,PEG-12,effect_moisture_barrier,보습·장벽,46,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
354,zinc_hydrolyzed_hyaluronate,징크하이드롤라이즈드하이알루로네이트,Zinc Hydrolyzed Hyaluronate,effect_moisture_barrier,보습·장벽,46,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
355,prunus_serotina_wild_cherry_fruit_extract,블랙체리열매추출물,Prunus Serotina (Wild Cherry) Fruit Extract,effect_moisture_barrier,보습·장벽,45,human_topical_pubmed_required,high,MOISTURISING,,0,,,,,cosing_only,candidate_unverified,none
356,sedum_sarmentosum_extract,돌나물추출물,Sedum Sarmentosum Extract,effect_moisture_barrier,보습·장벽,45,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
357,cyclohexasiloxane,사이클로헥사실록세인,Cyclohexasiloxane,effect_moisture_barrier,보습·장벽,1546,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
358,methicone,메티콘,Methicone,effect_moisture_barrier,보습·장벽,1537,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
359,bixa_orellana_seed_oil,아나토씨오일,Bixa Orellana Seed Oil,effect_moisture_barrier,보습·장벽,44,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
360,glycereth_18,글리세레스-18,Glycereth-18,effect_moisture_barrier,보습·장벽,43,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
361,hydrolyzed_sclerotium_gum,하이드롤라이즈드스클레로튬검,Hydrolyzed Sclerotium Gum,effect_moisture_barrier,보습·장벽,43,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
362,phaseolus_radiatus_sprout_extract,녹두싹추출물,Phaseolus Radiatus Sprout Extract,effect_moisture_barrier,보습·장벽,43,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
363,bis_diglyceryl_polyacyladipate_2,비스-다이글리세릴폴리아실아디페이트-2,Bis-Diglyceryl Polyacyladipate-2,effect_moisture_barrier,보습·장벽,1449,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
364,talc,탤크,Talc,effect_moisture_barrier,보습·장벽,1442,human_topical_pubmed_required,medium,SKIN PROTECTING,,0,,,,,cosing_only,candidate_unverified,none
365,cymbopogon_schoenanthus_extract,카멜그라스추출물,Cymbopogon Schoenanthus Extract,effect_calming,진정,41,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
366,potassium_methoxysalicylate,포타슘메톡시살리실레이트,Potassium Methoxysalicylate,effect_brightening,미백·톤,41,direct_cosing_signal,high,BLEACHING,,0,,,,,cosing_only,candidate_unverified,none
367,tribehenin,트라이베헤닌,Tribehenin,effect_moisture_barrier,보습·장벽,1415,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
368,isopropyl_isostearate,아이소프로필아이소스테아레이트,Isopropyl Isostearate,effect_moisture_barrier,보습·장벽,242,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,8,10,abstract_exact,reference_only,20642769,Superior effect of isostearyl isostearate on improvement in stratum corneum water permeability barrier function as examined by the plastic occlusion stress test.,evidence_tier_8,candidate_unverified,none
369,calcium_pca,칼슘피씨에이,Calcium PCA,effect_moisture_barrier,보습·장벽,40,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
370,viscum_album_mistletoe_extract,겨우살이추출물,Viscum Album (Mistletoe) Extract,effect_calming,진정,40,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
371,hydrogenated_polydecene,하이드로제네이티드폴리데센,Hydrogenated Polydecene,effect_moisture_barrier,보습·장벽,1378,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
372,hydroxypropyl_bis_hydroxyethyldimonium_chloride,하이드록시프로필비스-하이드록시에틸다이모늄클로라이드,Hydroxypropyl Bis-Hydroxyethyldimonium Chloride,effect_moisture_barrier,보습·장벽,39,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
373,swertia_chirata_extract,키라야타추출물,Swertia Chirata Extract,effect_moisture_barrier,보습·장벽,38,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
374,peg_7_amodimethicone,피이지-7아모다이메티콘,PEG-7 Amodimethicone,effect_moisture_barrier,보습·장벽,37,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
375,silica_silylate,실리카실릴레이트,Silica Silylate,effect_moisture_barrier,보습·장벽,1261,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
376,polycitronellol_acetate,폴리시트로넬올아세테이트,Polycitronellol Acetate,effect_moisture_barrier,보습·장벽,36,human_topical_pubmed_required,high,HUMECTANT+SKIN CONDITIONING - HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
377,peg_10,피이지-10,PEG-10,effect_moisture_barrier,보습·장벽,35,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
378,polyglycerin_10,폴리글리세린-10,Polyglycerin-10,effect_moisture_barrier,보습·장벽,35,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
379,silkworm_cocoon_extract,누에고치추출물,Silkworm Cocoon Extract,effect_moisture_barrier,보습·장벽,35,human_topical_pubmed_required,high,HUMECTANT,,0,,,,,cosing_only,candidate_unverified,none
380,symphytum_officinale_root_extract,컴프리뿌리추출물,Symphytum Officinale Root Extract,effect_acne_sebum,여드름·피지,35,human_topical_pubmed_required,high,ANTI-SEBORRHEIC,,0,,,,,cosing_only,candidate_unverified,none
380,symphytum_officinale_root_extract,컴프리뿌리추출물,Symphytum Officinale Root Extract,effect_calming,진정,35,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
381,octyldodecyl_stearoyl_stearate,옥틸도데실스테아로일스테아레이트,Octyldodecyl Stearoyl Stearate,effect_moisture_barrier,보습·장벽,1189,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
382,camellia_sinensis_extract,차나무추출물,Camellia Sinensis Extract,effect_brightening,미백·톤,34,direct_cosing_signal,high,BLEACHING,,0,,,,,cosing_only,candidate_unverified,none
383,sesamum_indicum_sesame_seed_extract_kcia_2795,참깨추출물,Sesamum Indicum (Sesame) Seed Extract,effect_calming,진정,34,direct_cosing_signal,high,SOOTHING,,0,,,,,cosing_only,candidate_unverified,none
384,moringa_oleifera_seed_oil,드럼스틱씨오일,Moringa Oleifera Seed Oil,effect_moisture_barrier,보습·장벽,1174,human_topical_pubmed_required,medium,SKIN CONDITIONING - EMOLLIENT,,0,,,,,cosing_only,candidate_unverified,none
