ingredient_rank,paper_rank,ingredient_id,name_ko,name_en,product_count,paper_key,pmid,doi,title,journal,publication_date,publication_types,authors,abstract,evidence_tier,evidence_kind,relation_scope,applicability,evidence_roles,selection_reason,selection_score,outcome_count,review_status,score_change
9,3,dimethicone,디메치콘,Dimethicone,16684,PMID:23710417,23710417,10.1155/2013/239186,Pilot study to evaluate the effect of topical dimethicone on clinical signs and skin barrier function in dogs with naturally occurring atopic dermatitis.,Veterinary medicine international,2013-04-17,Journal Article,C Pellicoro; R Marsella; K Ahrens,"This study investigated the effects of a skin protectant solution (dimethicone 2%) on clinical signs and skin barrier function in canine atopic dermatitis (AD). Eighteen dogs with AD were randomly divided into two groups, one received dimethicone and the other received the vehicle (cyclomethicone) on selected areas (pinnae, groin, and axillae) daily for 4 weeks. Owners and investigators were blinded regarding group allocation. Clinical efficacy was evaluated using a scoring system and skin barrier by measuring the transepidermal water loss. Twelve dogs completed the study (50% drop rate in the vehicle and 20% in the dimethicone). For clinical signs, analysis of variance showed an effect of time (P < 0.005; day 0 > day 28) and region (axillae < groin < pinnae) but no effect of group or group × time interaction. For transepidermal water loss, analysis of variance showed only a main effect of region (axillae > pinnae > groin). Pearson found no correlation between transepidermal water loss and clinical scores. In this pilot study dimethicone had no significant effect on clinical signs and transepidermal water loss in canine atopic dermatitis.",6,animal,title_exact,mechanistic,mechanism_evidence,mechanism_evidence,55,1,candidate_unverified,none
10,1,limonene,리모넨,Limonene,16657,PMID:42020135,42020135,10.1111/cod.70157,Absorption and Effects of Patch Test Preparations of Hydroperoxides of Limonene and Hydroperoxides of Linalool in Human Ex Vivo Skin.,Contact dermatitis,2026-04-22,Journal Article,Aoife Clancy; Lina Hagvall; Per Malmberg; Niamh M O'Boyle,"BACKGROUND: Limonene and linalool are fragrance terpenes that undergo autoxidation to sensitizing hydroperoxides. This study assessed the penetration of limonene hydroperoxide and linalool hydroperoxide from patch test preparations in ex vivo human skin samples, alongside analysing the effects of the patch test preparations on the composition of skin lipids, using Time-of-Flight Secondary Ion Mass Spectrometry (ToF-SIMS). METHODS: NativeSkin Access human skin biopsies were treated with commercially available patch test preparations 'hydroperoxides of linalool (1.0%)' or 'hydroperoxides of limonene (0.3%)'. ToF-SIMS analysis was performed to assess skin penetration of limonene hydroperoxide and linalool hydroperoxide and assess changes in endogenous lipids. RESULTS: ToF-SIMS analysis showed that limonene hydroperoxide and linalool hydroperoxide remain mainly confined to the stratum corneum. Multivariate analysis indicated that the chemical composition of the stratum corneum differed in the patch test exposed skin in comparison to control samples. There were significant changes in the intensity of several lipid species upon exposure to the patch test exposed skin. CONCLUSION: Absorption of limonene hydroperoxide and linalool hydroperoxide occurs from patch test preparations. Skin exposure to these preparations can alter the skin lipidome.",5,ex_vivo_or_artificial_skin,title_exact,mechanistic,safety_evidence,safety_evidence,95,1,candidate_unverified,none
11,1,linalool,리날룰,Linalool,16306,PMID:42020135,42020135,10.1111/cod.70157,Absorption and Effects of Patch Test Preparations of Hydroperoxides of Limonene and Hydroperoxides of Linalool in Human Ex Vivo Skin.,Contact dermatitis,2026-04-22,Journal Article,Aoife Clancy; Lina Hagvall; Per Malmberg; Niamh M O'Boyle,"BACKGROUND: Limonene and linalool are fragrance terpenes that undergo autoxidation to sensitizing hydroperoxides. This study assessed the penetration of limonene hydroperoxide and linalool hydroperoxide from patch test preparations in ex vivo human skin samples, alongside analysing the effects of the patch test preparations on the composition of skin lipids, using Time-of-Flight Secondary Ion Mass Spectrometry (ToF-SIMS). METHODS: NativeSkin Access human skin biopsies were treated with commercially available patch test preparations 'hydroperoxides of linalool (1.0%)' or 'hydroperoxides of limonene (0.3%)'. ToF-SIMS analysis was performed to assess skin penetration of limonene hydroperoxide and linalool hydroperoxide and assess changes in endogenous lipids. RESULTS: ToF-SIMS analysis showed that limonene hydroperoxide and linalool hydroperoxide remain mainly confined to the stratum corneum. Multivariate analysis indicated that the chemical composition of the stratum corneum differed in the patch test exposed skin in comparison to control samples. There were significant changes in the intensity of several lipid species upon exposure to the patch test exposed skin. CONCLUSION: Absorption of limonene hydroperoxide and linalool hydroperoxide occurs from patch test preparations. Skin exposure to these preparations can alter the skin lipidome.",5,ex_vivo_or_artificial_skin,title_exact,mechanistic,safety_evidence,safety_evidence,95,1,candidate_unverified,none
12,1,sodium_benzoate,소듐벤조에이트,Sodium Benzoate,14591,PMID:16867007,16867007,10.1111/j.1440-0960.2006.00276.x,Allergic contact dermatitis to sodium benzoate chloroacetamide in a sorbolene lotion.,The Australasian journal of dermatology,2006-Aug,"Case Reports; Journal Article; Research Support, Non-U.S. Gov't",Tina Sutton; Rosemary Nixon,"Sodium benzoate chloroacetamide is sometimes used as a combination preservative in cosmetics to prevent the growth of bacteria, mould, fungi and yeasts. A case of occupational allergic contact dermatitis to this preservative is described in a 32-year-old female personal care assistant, who was found to have allergic contact dermatitis involving the hands, caused by the sorbolene lotion supplied in her workplace. Patch testing to chloroacetamide, sodium benzoate chloroacetamide and the sorbolene lotion was positive. Patch testing to sodium benzoate alone was negative. She had been found to react to chloroacetamide 12 months earlier, but the relevance of the reaction had not been ascertained.",8,review_or_reference,title_exact,combination_or_formulation,safety_evidence,safety_evidence,60,0,candidate_unverified,none
12,2,sodium_benzoate,소듐벤조에이트,Sodium Benzoate,14591,PMID:16864596,16864596,10.1093/carcin/bgl112,"Caffeine and caffeine sodium benzoate have a sunscreen effect, enhance UVB-induced apoptosis, and inhibit UVB-induced skin carcinogenesis in SKH-1 mice.",Carcinogenesis,2006-07-24,"Journal Article; Research Support, N.I.H., Extramural; Research Support, Non-U.S. Gov't",Yao-Ping Lu; You-Rong Lou; Jian-Guo Xie; Qing-Yun Peng; Sherry Zhou; Yong Lin; Weichung Joe Shih; Allan H Conney,"Topical application of caffeine sodium benzoate (caffeine-SB) immediately after UVB irradiation of SKH-1 mice enhanced UVB-induced apoptosis by a 2- to 3-fold greater extent than occurred after the topical application of an equimolar amount of caffeine. Although topical application of caffeine-SB or caffeine enhanced UVB-induced apoptosis, both substances were inactive on non-UVB-treated normal skin. Topical application of caffeine-SB or caffeine (each has UVB absorption properties) 0.5 h before irradiation with a high dose of UVB decreased UVB-induced thymine dimer formation and sunburn lesions (sunscreen effect). Caffeine-SB was more active than an equimolar amount of caffeine in exerting a sunscreen effect. In additional studies, caffeine-SB strongly inhibited the formation of tumors in UVB-pretreated 'high-risk mice' and in tumor-bearing mice, and the growth of UVB-induced tumors was also inhibited. Caffeine-SB and caffeine are the first examples of compounds that have both a sunscreen effect and enhance UVB-induced apoptosis. Our studies suggest that caffeine-SB and caffeine may be good agents for inhibiting the formation of sunlight-induced skin cancer.",6,animal,title_exact,mechanistic,mechanism_evidence,mechanism_evidence,55,2,candidate_unverified,none
13,1,potassium_sorbate,포타슘솔베이트,Potassium Sorbate,14077,PMID:33656744,33656744,10.1111/cod.13829,Allergic contact dermatitis from potassium sorbate and sorbic acid in topical pharmaceuticals and medical devices.,Contact dermatitis,2021-03-03,Journal Article,Ella Dendooven; Stefan Kerre; Kenn Foubert; Luc Pieters; Julien Lambert; An Goossens; Olivier Aerts,"BACKGROUND: The preservatives sorbic acid (SA) and potassium sorbate (PS) are considered rare skin sensitizers. PS-containing products always contain SA to a certain extent, and positivity to PS may reflect sensitization to SA. Their optimal patch-test conditions are unknown. OBJECTIVES: To report on the outcome of testing with SA and PS in various concentrations and/or vehicles. PATIENTS AND METHODS: Seventeen patients with allergic contact dermatitis from PS/SA-containing topical pharmaceuticals and medical devices were patch tested to SA 2% and 5% pet.; SA 1%, 2%, 3%, 5%. eth.; and/or SA 2% aq., whereas PS was patch tested 5% pet. and/or 5% aq. RESULTS: Only one patient, not tested to the ethanol preparations, presented with a (doubtful) positive reaction to SA 2% pet., while this remained negative in 13 patients who reacted to SA 2% eth. The preparations containing SA 5% pet.; 1%, 3%, and 5% eth.; and SA 2% aq. had little or no additional value. PS 5% pet. performed better than 5% aq., and always mirrored SA sensitization. CONCLUSIONS: Sensitization to SA and PS is probably underestimated. SA 2% eth. and PS 5% pet. are preferred for patch testing, and patients sensitized to SA should avoid PS-containing products. HIGHLIGHTS: Potassium sorbate (PS) and sorbic acid (SA) are widely used preservatives. PS-containing products always contain some SA. Both are considered rare skin sensitizers, but contact allergy in response to them might be underestimated. SA 2% eth. and PS 5% pet., rather than SA 2% pet. and PS 5% aq., respectively, may be required to diagnose contact allergy from PS/SA-containing topical pharmaceuticals and medical devices. A positive patch test to PS reflects sensitization to SA, and patients sensitized to SA should also avoid PS-containing products.",4,human_topical_observational_or_use_test,title_exact,combination_or_formulation,safety_evidence|formulation_evidence,safety_evidence,87,0,candidate_unverified,none
17,1,tocopheryl_acetate,토코페릴아세테이트,Tocopheryl Acetate,13298,PMID:11479655,11479655,,Effect of formulation on the delivery and metabolism of alpha-tocopheryl acetate.,Journal of cosmetic science,2001,Journal Article,M Rangarajan; J L Zatz,"The effect of delivery system on the permeation and metabolism of alpha-tocopheryl acetate (alpha-TAc) was studied in micro-Yucatan pig skin, which closely resembles human skin. Various alpha-tocopheryl acetate formulations, including a simple isopropyl myristate (IPM) solution, an o/w emulsion, microemulsions, which differed in their oily phase content, and alcoholic and hydroalcoholic gels were made. A suitable HPLC method was developed and validated to separate and quantify alpha-TAc and alpha-tocopherol (alpha-T). Dulbecco's modified phosphate-buffered saline with 3% bovine serum albumin (DMPBS-BSA 3%) served as the receptor media to ensure tissue viability and to maintain skin conditions. Finite doses (5 microl) of the formulations were applied to viable pig skin using a statistically approved randomized complete block design. Data were analyzed using Tukey's studentized range test, and interday variability was estimated using an F-test. About 70% of the active was recovered from the wash, representing the amount adhering to the surface of the skin. alpha-TAc underwent metabolism in pig skin to the active antioxidant, alpha-T. The identity of the HPLC peaks were confirmed by spiking studies using known standards. The extent of metabolism was found to be formulation-dependent. No alpha-T was, however, detected in the stratum corneum. A higher extent of metabolism was obtained for the IPM solution, a microemulsion containing IPM as the oily phase, and the hydroalcoholic gel, when calculated based on the percent of total alpha-TAc permeated in the viable skin. Metabolism occurred in pig skin to the extent of 15-20% in terms of the total amount of alpha-TAc permeated in the viable skin and stratum corneum. Thus the topical delivery and metabolism of alpha-TAc were found to be dependent on formulation.",2,human_topical_rct,title_exact,combination_or_formulation,formulation_evidence,formulation_evidence,87,0,candidate_unverified,none
18,1,caprylic_capric_triglyceride,카프릴릭/카프릭트라이글리세라이드,Caprylic/Capric Triglyceride,13261,PMID:37109405,37109405,10.3390/life13040876,Effect of an Emollient Emulsion Containing 15.0% of Caprylic/Capric Triglyceride on the Urocanic Acid of the Stratum Corneum.,"Life (Basel, Switzerland)",2023-03-25,Journal Article,Alicio Vitorino de Souza Neto; Débora Quintas Balla; Thalita Marcilio Candido; Catarina Rosado; André Rolim Baby; Fabiana Vieira Lima Solino Pessoa,"Natural moisturizing factor (NMF) includes several compounds in the stratum corneum (SC), among them, urocanic acid (UCA). Ultraviolet (UV) exposure turns the trans-UCA of the SC into its cis isomer. We investigated the impact of a topical emollient emulsion treatment on the UCA isomers of the SC exposed to artificial UV stress. Aliquots of emollient emulsion were applied in healthy subjects for 2 h on delimited areas of the volar forearm, then, the SC was removed by tape stripping. Tapes were irradiated in a solar simulator chamber and a high performance liquid chromatograph was used to quantify UCA isomers from stripped SC extract. The amount of both UCA isomers were almost twice higher in the SC treated with the emollient emulsion. We also observed that the UV irradiation elevated the amount of the cis/trans UCA ratio on the SC (non-treated and treated), suggesting that the emollient sample was not able to avoid the UCA isomerization. The in vivo tests corroborated with the UCA data obtained ex vivo, since we found an increase in the superficial skin hydration with respective reduction of the TEWL, probably occurring by the occlusion performed by the emollient emulsion containing 15.0% w/w of caprylic/capric triglyceride.",4,human_topical_observational_or_use_test,title_exact,combination_or_formulation,formulation_evidence,formulation_evidence,67,1,candidate_unverified,none
18,2,caprylic_capric_triglyceride,카프릴릭/카프릭트라이글리세라이드,Caprylic/Capric Triglyceride,13261,PMID:32542693,32542693,10.1111/cod.13641,Allergic contact dermatitis caused by caprylic/capric triglyceride from an anti-aging cosmetic cream.,Contact dermatitis,2020-07-13,Case Reports; Journal Article,Francisco J Navarro-Triviño; Ricardo Ruiz-Villaverde,,8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
19,1,propanediol,프로판다이올,Propanediol,12794,PMID:29761730,29761730,10.1177/1091581817738242,"Safety Assessment of Tromethamine, Aminomethyl Propanediol, and Aminoethyl Propanediol as Used in Cosmetics.",International journal of toxicology,2018,"Journal Article; Research Support, Non-U.S. Gov't",Lillian C Becker; Wilma F Bergfeld; Donald V Belsito; Ronald A Hill; Curtis D Klaassen; Daniel C Liebler; James G Marks; Ronald C Shank; Thomas J Slaga; Paul W Snyder; Lillian J Gill; Bart Heldreth,"The Cosmetic Ingredient Review (CIR) Expert Panel (Panel) reviewed the safety of tromethamine, aminomethyl propanediol, and aminoethyl propanediolas used in cosmetics. All 3 ingredients are reported to function in cosmetics as pH adjusters, and tromethamine and aminomethyl propanediol are also reported to function as fragrance ingredients. The Panel reviewed relevant animal and human data related to these ingredients, along with a previous safety assessment of aminomethyl propanediol. The Panel concluded that tromethamine, aminomethyl propanediol, and aminoethyl propanediol are safe in cosmetics in the practices of use and concentration as given in this safety assessment.",8,review_or_reference,title_exact,reference_only,safety_evidence,safety_evidence,65,0,candidate_unverified,none
20,1,panthenol,판테놀,Panthenol,12738,PMID:40682399,40682399,10.1111/jocd.70324,"The Effectiveness and Safety of a Skin Care Product With Centella asiatica Leaf Extract, Ceramide NP, and Panthenol in Subjects With Sensitive Skin: A Prospective, Observational Study.",Journal of cosmetic dermatology,2025-Jul,Journal Article; Observational Study,Zhen Su; Yue Zheng; Jinling Yi; Wei Lai; Congxiu Ye,"BACKGROUND: Sensitive skin is a hyperreactive condition with rising prevalence. A holistic skin care routine is crucial for management. Selecting appropriate skin care products is of great concern in clinical practice. AIMS: To assess the effectiveness and safety of a facial cream containing Centella asiatica leaf extract, ceramide NP, and panthenol in Chinese females with sensitive skin. METHODS: In this single-center, prospective, self-controlled study, 88 female participants applied the cream on their whole face, with follow-ups at Day 2, Weeks 1, 2, and 4. The primary endpoint was the change rate of the SS-10 global score at Week 2. Non-invasive skin parameters and subject self-assessment were conducted. Adverse events (AEs) were monitored. RESULTS: Mean SS-10 scores dropped by 66% and 76% after 2 and 4 weeks. Four symptoms (skin irritation, tautness, itching, and redness) were significantly reduced. TEWL decreased at Weeks 1 and 2, and skin pH at Week 1 and Weeks 2 and 4. SCH increased at all time points and sebum secretion at Week 4. EI, a* value, and facial red area rapidly decreased. Greater improvements were seen in the sensitive skin group compared with the slightly sensitive skin group. All AEs were mild and self-limiting. CONCLUSIONS: This study showed the facial cream was effective and safe for 4-week use. It provided immediate relief of facial redness and discomfort, strengthened skin barrier, and modulated pH and sebum secretion, indicating favorable soothing and barrier-repairing properties for sensitive skin.",3,human_topical_clinical,title_exact,combination_or_formulation,safety_evidence|formulation_evidence,safety_evidence,99,0,candidate_unverified,none
20,2,panthenol,판테놀,Panthenol,12738,PMID:27425824,27425824,10.1080/09546634.2016.1214235,"A new topical panthenol-containing emollient: Results from two randomized controlled studies assessing its skin moisturization and barrier restoration potential, and the effect on skin microflora.",The Journal of dermatological treatment,2016-08-02,Journal Article; Randomized Controlled Trial,Hans Stettler; Peter Kurka; Nathalie Lunau; Caroline Manger; Arne Böhling; Stephan Bielfeldt; Klaus-Peter Wilhelm; Stephan Dähnhardt-Pfeiffer; Dorothee Dähnhardt; Florian H H Brill; Holger Lenz,"PURPOSE: Two randomized, intra-individual comparison studies were performed in healthy subjects to evaluate the skin moisturization and barrier restoration potential of a new topical panthenol-containing emollient (NTP-CE) (Study 1), and its effect on skin microflora (Study 2). METHODS: In Study 1 (N = 23), two skin areas, one challenged with 0.5% sodium dodecyl sulfate (SDS) solution and one unchallenged, were treated with NTP-CE for 3 weeks. Transepidermal water loss (TEWL), skin hydration, and intercellular lipid lamellae (ICLL) organization were measured at regular intervals during the study. In Study 2 (N = 20), quantitative bacterial cultures were obtained over 6 h from a skin area undergoing wash stress with 10% SDS with subsequent single application of NTP-CE. RESULTS: In Study 1, mean AUC for TEWL reduction from baseline was more pronounced with NTP-CE compared with control (-168.36 vs. -123.38 g/m2/h, p = 0.023). NTP-CE use was also associated with statistically significant improvements in stratum corneum hydration and an increase in mean ICLL length from baseline (day 22: 120.61 vs. 35.85 nm/1000 nm2, p < 0.001). In Study 2, NTP-CE use had no negative impact on bacterial viability. CONCLUSIONS: NTP-CE use has favorable and lasting effects on barrier function and repair as well as skin hydration without negatively influencing bacterial viability.",2,human_topical_rct,title_exact,combination_or_formulation,formulation_evidence,formulation_evidence,87,0,candidate_unverified,none
24,1,niacinamide,나이아신아마이드,Niacinamide,10393,PMID:12100180,12100180,10.1046/j.1365-2133.2002.04834.x,The effect of niacinamide on reducing cutaneous pigmentation and suppression of melanosome transfer.,The British journal of dermatology,2002-Jul,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",T Hakozaki; L Minwalla; J Zhuang; M Chhoa; A Matsubara; K Miyamoto; A Greatens; G G Hillebrand; D L Bissett; R E Boissy,"BACKGROUND: Cutaneous hyperpigmentation occurs in multiple conditions. In addition, many Asian women desire a lighter skin colour. Thus, there is a need for the development of skin lightening agents. Niacinamide is a possible candidate. OBJECTIVES: To investigate the effects of niacinamide on melanogenesis in vitro and on facial hyperpigmentation and skin colour in vivo in Japanese women. METHODS: Melanin production was measured in a purified mushroom tyrosinase assay, cultured melanocytes, a keratinocyte/melanocyte coculture model, and a pigmented reconstructed epidermis (PREP) model. The clinical trials included 18 subjects with hyperpigmentation who used 5% niacinamide moisturizer and vehicle moisturizer in a paired design, and 120 subjects with facial tanning who were assigned to two of three treatments: vehicle, sunscreen and 2% niacinamide + sunscreen. Changes in facial hyperpigmentation and skin colour were objectively quantified by computer analysis and visual grading of high-resolution digital images of the face. RESULTS: Niacinamide had no effect on the catalytic activity of mushroom tyrosinase or on melanogenesis in cultured melanocytes. However, niacinamide gave 35-68% inhibition of melanosome transfer in the coculture model and reduced cutaneous pigmentation in the PREP model. In the clinical studies, niacinamide significantly decreased hyperpigmentation and increased skin lightness compared with vehicle alone after 4 weeks of use. CONCLUSIONS: The data suggest niacinamide is an effective skin lightening compound that works by inhibiting melanosome transfer from melanocytes to keratinocytes.",2,human_topical_rct,title_exact,human_topical,direct_effect,direct_effect,161,4,candidate_unverified,none
24,2,niacinamide,나이아신아마이드,Niacinamide,10393,PMID:16029679,16029679,10.1111/j.1524-4725.2005.31732,Niacinamide: A B vitamin that improves aging facial skin appearance.,Dermatologic surgery : official publication for American Society for Dermatologic Surgery [et al.],2005-Jul,"Clinical Trial; Journal Article; Randomized Controlled Trial; Research Support, Non-U.S. Gov't",Donald L Bissett; John E Oblong; Cynthia A Berge,"BACKGROUND: In multiple chronic clinical studies, topical niacinamide (vitamin B3) has been observed to be well tolerated by skin and to provide a broad array of improvements in the appearance of aging facial skin (eg, reduction in the appearance of hyperpigmentated spots and red blotchiness). OBJECTIVE: To clinically determine the effect of topical niacinamide on additional skin appearance and property end points (wrinkles, yellowing, and elasticity). METHODS: Female white subjects (N = 50) with clinical signs of facial photoaging (fine lines and wrinkles, poor texture, and hyperpigmented spots) applied 5% niacinamide to half of the face and its vehicle control to the other half twice daily for 12 weeks (double blind, left-right randomized). Facial images and instrumental measures were obtained at baseline and at 4-week intervals. RESULTS: Analyses of the data revealed a variety of significant skin appearance improvement effects for topical niacinamide: reductions in fine lines and wrinkles, hyperpigmented spots, red blotchiness, and skin sallowness (yellowing). In addition, elasticity (as measured via cutometry) was improved. Corresponding mechanistic information is presented. CONCLUSION: In addition to previously observed benefits for topical niacinamide, additional effects were identified (improved appearance of skin wrinkles and yellowing and improved elasticity).",2,human_topical_rct,title_exact,human_topical,direct_effect,direct_effect,159,3,candidate_unverified,none
24,3,niacinamide,나이아신아마이드,Niacinamide,10393,PMID:18492135,18492135,10.1111/j.1467-2494.2004.00228.x,"Topical niacinamide reduces yellowing, wrinkling, red blotchiness, and hyperpigmented spots in aging facial skin.",International journal of cosmetic science,2004-Oct,Journal Article,D L Bissett; K Miyamoto; P Sun; J Li; C A Berge,"Previous clinical testing of topical niacinamide (vitamin B3) has revealed a broad array of improvements in the appearance of aging facial skin. The study reported here was done to confirm some of those previous observations and to evaluate additional end points such as skin anti-yellowing. Caucasian female subjects (n = 50, aged 40-60 years) participated in a 12-week, double-blind, placebo-controlled, split-face, left-right randomized clinical study assessing two topical products: moisturizer control product versus the same moisturizer product containing 5% niacinamide. Niacinamide was well tolerated by the skin and provided significant improvements versus control in end points evaluated previously: fine lines/wrinkles, hyperpigmentation spots, texture, and red blotchiness. In addition, skin yellowing (sallowness) versus control was significantly improved. The mechanism by which this array of benefits is achieved with niacinamide is discussed.",2,human_topical_rct,title_exact,combination_or_formulation,formulation_evidence,formulation_evidence,87,2,candidate_unverified,none
